system:index,A00,A01,A02,A03,A04,A05,A06,A07,A08,A09,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A39,A40,A41,A42,A43,A44,A45,A46,A47,A48,A49,A50,A51,A52,A53,A54,A55,A56,A57,A58,A59,A60,A61,A62,A63,AFFGEOID,ALAND,AWATER,COUNTYFP,COUNTYNS,GEOID,LSAD,NAME,STATEFP,crop_code,year,.geo
00000000000000000193,-0.05325410835271911,-0.015233279339794603,0.05404065218395459,-0.23041529101075192,0.0545549488014684,-0.17232589588930963,-0.10297069866098138,0.14844490387668394,0.06273830274437789,-0.13811654179812374,0.035750356330275145,0.04242467024074701,-0.02375743384042713,0.14784867964891624,-0.23953257546714093,0.12559097158473495,-0.0218462398179237,0.06004726303721842,-0.04794879256089167,0.016259966006613353,0.0062494075156075074,-0.10711076948500782,0.0860446877290815,0.02152712134545713,-0.09918367394920216,0.07869334652686412,0.01582856364915535,-0.10363613582694377,0.2282785738747874,-0.18678130464735063,-0.13770625568397635,-0.12349928266084528,0.03245041435913271,-0.06814446147631048,-0.041410984930856286,0.21745491833701117,0.03247982550458619,-0.030728943461033695,0.07119571809497297,-0.018276443540238788,-0.024341930325419692,0.10835591865286179,0.016050011692658017,-0.08712052851082075,-0.1141446553314906,0.06966666913105994,0.18550107621534873,-0.046260408914527165,0.07094768909604195,-0.13714328082635496,0.10931007564059671,0.0975718923524433,-0.07090194069588612,0.1550590383810194,0.12067712125423008,0.21586453621151935,-0.0041336030914182875,0.036557402966249326,0.07976259484979138,-0.14108372056404553,-0.22016487483568062,-0.08941112983480504,-0.09393535222570744,0.006500168727142804,0500000US55007,3827658037,1460278012,007,01581063,55007,06,Bayfield,55,1,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000194,-0.0425295583988977,-0.0399133867023835,0.04895974184716341,-0.161416513617957,0.05234087439342401,-0.21623228999659672,-0.0763365581618769,0.13775018721195348,0.06986657730064737,-0.16698683303380088,0.043506240905433174,0.043329492257522105,0.01002351438904229,0.1491934406837793,-0.21214557919737814,0.020137049019053617,-0.10300661894229496,0.016435461049522357,-0.07160841569041312,0.01164493238162199,0.03606359177603821,-0.12249491228372722,0.05490234037433399,0.03777906896351809,-0.07717901009169546,0.057744073900780256,0.08376415238834477,0.003045450099658732,0.22875667770332286,-0.16016027000717523,-0.13796496688688484,-0.08642230274573728,-0.058539781385032984,-0.09700495186247993,-0.011658045459662366,0.185963893124809,-0.0034257650047877586,-0.013025410071029267,0.09483639685926222,0.044298329250782746,-0.05402733398270955,0.09447047473122856,-0.003245723415098283,-0.1783486048920812,-0.05270320538456128,0.017226514482502307,0.2080067688269564,-0.06291021702817046,0.10148382888072106,-0.09609481007707277,0.04054901063513045,0.12204279375789327,-0.13982393294317205,0.02161583274981415,0.15095207298204036,0.2244134250164838,0.02660455839299905,0.041889354751689416,0.007147567915833123,-0.1653178416021426,-0.17893703839170175,-0.1385540171650861,-0.09737320662780566,0.08205027013069538,0500000US55029,1248277392,4890604643,029,01581074,55029,06,Door,55,1,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000195,-0.05230464663644095,-0.018606691205073914,0.10288700781250791,-0.1429710121160358,0.07656441749864679,-0.17100478743832828,-0.10297406524852355,0.18723280657859445,0.08341904384511703,-0.20006134159197525,-0.00617259752518934,0.1011320597683222,-0.016115331573297812,0.18531962563466492,-0.14481292931125833,0.14078021202171848,-0.04300376848323451,0.06654907892600931,-0.11338724965953287,-0.0013327977809531957,0.04150965119359742,-0.11600051733745038,0.08277725134027576,0.10092918677501428,-0.0461679485233665,0.07311259965473059,0.01955837152605692,-0.03134339909553799,0.1680611653023631,-0.23130975124329717,-0.19559700493538323,-0.06510307945165372,-0.007678019865430467,-0.06831917499056736,-0.02057343747471196,0.1073713538670775,-0.021337183457682093,-0.041052613696125985,0.047645028864059316,-0.006695051473505317,-0.009695027952807874,0.07298693350998875,0.0865902276391024,-0.19125136079191002,-0.1627976623155901,0.030685751628450022,0.22890937042841103,-0.03072416077327321,0.024591461641390477,-0.0733092866642956,0.11469321749619421,0.10611243273537799,-0.13764876803950382,0.09412042074360892,0.13235448713369516,0.2278123664803441,-0.015277487083386136,0.06440843945859225,0.0520138861544844,-0.11238490122100243,-0.18269951133473356,-0.05460531450490499,-0.16500468321063952,0.060287160709795555,0500000US55043,2970368437,94555361,043,01581081,55043,06,Grant,55,1,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000196,-0.03397758761597629,-0.03907895277864144,0.08995838964443971,-0.1991701916438843,0.06639517439447265,-0.18056390315482992,-0.10138597593185951,0.14965105064922965,0.05564052940905372,-0.17593197720656098,0.04275962663071155,0.06436865715478209,-0.0014019572773779833,0.15442791479967577,-0.1939214061700463,0.07880958013225126,-0.06069611039848433,0.03392327440662224,-0.0873827318969263,-0.008963995710105591,0.03238658414198205,-0.11474862791908629,0.0626745651928004,0.060503131560933295,-0.06562242631487049,0.05388293253068277,0.04794830060229016,-0.010794684959987817,0.16700274863353778,-0.19271615403038944,-0.16309618875768664,-0.07110548707303796,-0.0014296607334873808,-0.034435955754933883,-0.013257183644165532,0.14532682249226922,-0.0033441493470923117,-0.03502747161478318,0.08462638444688604,-0.016005726787856084,-0.019949587359357125,0.07161830403397482,0.06720364644113269,-0.12731509921855952,-0.09497745445354193,0.03556101879334094,0.23503102434050732,-0.04913212226321887,0.06624598217974587,-0.12614934776938708,0.08340566589354712,0.10942121643741494,-0.1168908217778283,0.08120831639413252,0.14204804254773376,0.21442472282277647,0.0048314318616835975,0.04055666778832041,0.06342900660708127,-0.14450855306604118,-0.19803135676325842,-0.07834973954245131,-0.10161131062338714,0.0579596674723096,0500000US55057,1986636006,98723936,057,01581088,55057,06,Juneau,55,1,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002f6,-0.06214191180722004,-0.032735245940372935,0.06116760529779574,-0.2296550349823424,0.04542966439798912,-0.19686365122542837,-0.09983754560110283,0.15212166731199386,0.05192162924526078,-0.1411548932240612,0.036733863036127044,0.0655494070071984,-0.01661643117312116,0.15370666301705407,-0.22721175119638898,0.10589834581688679,-0.018733473042493655,0.0476057573266652,-0.020689470313529943,0.009541189583505574,0.009426367474938795,-0.09673875980700038,0.07944122991813697,0.014940394308160259,-0.11164066750158987,0.061750882788066466,0.006949017975799675,-0.10229021825580407,0.23211093141676079,-0.1788423865379828,-0.13756695314370027,-0.11528807669941214,0.01960632328473086,-0.07529767453465634,-0.047254664365776085,0.25369332023955216,0.03166622446630725,-0.03419005744880763,0.07326590693448608,-0.0325701206585617,-0.023255247011751808,0.12381518419942966,0.001557032963029979,-0.09187693560955036,-0.09538061680944167,0.06579686763283185,0.19720062286025974,-0.04076279345471357,0.07399603990251068,-0.13056143527428607,0.08996930628747898,0.0943644022201451,-0.0965445710030953,0.1496280416545201,0.13510948536483036,0.22812188136900988,-0.017797828455217633,0.04330097776080216,0.06531417023231041,-0.1344788267155144,-0.23096710110679586,-0.08636965386171419,-0.08765184594764251,0.014042196452135686,0500000US55003,2706634043,3230598832,003,01581061,55003,06,Ashland,55,1,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002f7,-0.05761180149735945,-0.02003311987320504,0.10867259686798232,-0.16535597339442346,0.04788362240144691,-0.17903029014224917,-0.1335315105238242,0.23926854322074423,0.10074265104960618,-0.16352290308925302,0.04832784447334402,0.08620165019283052,0.016653328806464262,0.1634163437556222,-0.1543588424127098,0.10464435405976887,-0.04637256103450193,0.03639411092758682,-0.12716561283674344,-0.0028882365311071827,0.03490296879861201,-0.12005223594956728,0.07019647800220279,0.08221974119290393,-0.053790300906051414,0.07514853757423502,0.012396672388429097,-0.0426134447386772,0.16381170376752455,-0.18639487480913972,-0.18388063492578946,-0.09254587285859876,-0.01775613362733099,-0.06714579818872575,-0.020355303128503647,0.1690907249150491,-0.01078519715384971,-0.04923847644183524,0.08294110839677982,-0.03568341307942442,-0.022539983851050178,0.06901952403884483,0.08096169887664825,-0.189973181669012,-0.16060536346010243,0.06610792471795202,0.2387357561691332,-0.0484562615344203,0.012533729328765201,-0.07741391818517314,0.11053562854808281,0.12927603860179848,-0.12321920215686002,0.10551160943427319,0.13414472413881204,0.21710107003271203,0.010622536712106318,0.06942185423477941,0.02999471417623205,-0.13955789842186067,-0.18743416499152726,-0.06047692899994164,-0.15157420304194685,0.032101906565815665,0500000US55011,1739529647,98310690,011,01581065,55011,06,Buffalo,55,1,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002f8,-0.04780531666829798,-0.0297143635207015,0.06716095672252925,-0.20403080309008684,0.05485274461202044,-0.21142654142024958,-0.09294986279844492,0.14900082446257382,0.06733920290254247,-0.12447102173083735,0.04584220243843557,0.07322128592750207,-0.027530428090921804,0.12613212965783707,-0.24143291409786644,0.12375535844667157,-0.008563787259557495,0.02836169878802883,-0.049471237807510844,-0.02110996929320448,0.0322480947851325,-0.10774805700083645,0.07143358367134432,0.019010916282237948,-0.0766321393120663,0.040314899211538774,0.016844413111415203,-0.05471617535293179,0.21639846998970613,-0.1708488447895963,-0.10729798460833988,-0.07979865260437999,0.029919520669558514,-0.06247891778944345,-0.030620306423904564,0.241715612243827,0.022570455466140667,-0.03154911896754138,0.05965966477388281,-0.012774087145297134,-0.02665829087736499,0.10287483948089163,-0.012105503437731174,-0.09570918321856936,-0.06139385072161965,0.05365850835950345,0.2121387443831522,-0.06746541569736991,0.08398050017094859,-0.14369512678462765,0.098974423419436,0.08493057709319411,-0.10865809544134744,0.12193710603582388,0.12023192056742384,0.19185585803624675,-0.00410194778927764,0.02292031160304889,0.08181958710896359,-0.12935746012821098,-0.22406645337684103,-0.07305940412170672,-0.06925215790735735,0.03606128863686488,0500000US55051,1963695701,416925971,051,01581085,55051,06,Iron,55,1,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002f9,-0.059918194630462086,-0.0626782352005824,0.09980171873313029,-0.17758560283012903,0.04426625859625409,-0.22695251363557048,-0.1002282162671891,0.15813139310273264,0.039203982112518715,-0.11189387787381314,0.013759282208199625,0.0514639088610715,-0.001681721527025011,0.17037433663472923,-0.22208932824700914,0.09200370038830576,-0.04193352324755516,0.027469605827024932,-0.05369462644357078,-8.248198239103045E-5,0.0175524335319092,-0.12191840857876378,0.07746824194819446,0.01092548577467135,-0.07006540786019122,0.04021989648668414,-0.02369788793745233,-0.07839182436863416,0.212540758529423,-0.16171497547676925,-0.1279479246847246,-0.08719229997430203,0.00145333676207224,-0.07261435544066072,-0.03105668403435983,0.2284276768700776,0.024484700783943675,-0.03792087618631905,0.06956951892345316,0.0019172895215365555,-0.02338542815462572,0.11646426355280246,-0.023721838801285266,-0.0966318022149829,-0.07901619686231164,0.031148707580699007,0.20978574756315632,-0.055955698363371345,0.07113497243697357,-0.12115362954547151,0.09628800579976687,0.09907342289152829,-0.12390792769112612,0.12761740069047106,0.14081458406679895,0.22868884191581476,-0.01699820536239028,0.03916803468931429,0.04751688377200815,-0.1411954670610502,-0.2366242336203938,-0.07707557946929626,-0.08172455850408043,0.05398583003398347,0500000US55069,2276113184,72464441,069,01581094,55069,06,Lincoln,55,1,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002fa,-0.0647395981771099,-0.04727436114790681,0.06182566853016466,-0.15350423801842478,0.043130276398315084,-0.24432564783972383,-0.09449337972654323,0.1922791378545619,0.09519079282237794,-0.15412050234447794,0.052490281463310424,0.07436649365438733,0.021315930772602066,0.15831178258072903,-0.19672142423916247,0.04833772130123434,-0.06385956664202419,-0.006766708349202551,-0.08679216043598997,-0.015661354514955244,0.051182932503841885,-0.10806181221062808,0.04867141332916948,0.0305408881217767,-0.08995960062980606,0.05305894185934407,0.059798491507664565,0.0062527196142444195,0.1997587057158446,-0.13555885262214948,-0.1387165351686758,-0.10238337332202356,-0.060009704711815985,-0.09449586729095708,0.014365067413463634,0.19903751635716307,-0.012233052213064019,-0.005213768970916393,0.10000719163662933,-0.0032806288497624425,-0.05639396538529551,0.08710937107728801,0.005393957320584883,-0.1819974149091692,-0.07896247650333565,0.04687096926299654,0.20487961322408446,-0.10063988397256964,0.0567900063903343,-0.08352846647357551,0.045444021140262345,0.1333689520342078,-0.15469803996664222,0.04822853069327505,0.17093487487535247,0.23940647146552615,0.006528802370634809,0.05465167850528332,0.02223851113243014,-0.18018521879314392,-0.1975883169559546,-0.09839694604417201,-0.09778861334502634,0.08024748919418896,0500000US55075,3624348568,390127612,075,01581097,55075,06,Marinette,55,1,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002fb,-0.060400309881047366,-0.04236985852539305,0.07875755135035056,-0.2112805680583128,0.020529487099402773,-0.22291547767090292,-0.11119523374625238,0.17547650318297706,0.09063380147013468,-0.11744944960543366,0.03046197737545427,0.0598507866850183,0.03982489609319913,0.15782081155712405,-0.21504810632306848,0.08944040402193781,-0.03093370898753801,0.017342890175834506,-0.09160590851082162,-0.0019900681615000067,0.01315196754200527,-0.10381033623084437,0.059858112967137354,0.04349718725270351,-0.09684642037294569,0.06256700054239452,0.032623698415109204,-0.0462781049878051,0.18888655617407013,-0.15855576463521007,-0.1497350170924485,-0.1181134583086475,-0.02246276649842172,-0.11444096614389436,-0.008224015279664581,0.21348612255383462,0.016976073171624848,-0.0399516124698521,0.08809810805718486,-0.05369329234606432,-0.02192814367810798,0.11995819402697458,0.025050306366156554,-0.16450754838407947,-0.11103914729113136,0.05368429259067661,0.22053129973972382,-0.0825630357200841,0.04759191976760723,-0.10885121567791281,0.06932340288052,0.11561978115881238,-0.10470892059359574,0.12130720766011768,0.17083814599127173,0.24007972281112747,-0.010026436939031057,0.037352224129795754,0.047075875312509535,-0.1736590163813822,-0.2118889146193235,-0.06945068246025454,-0.10975694568843854,0.048549626205603304,0500000US55107,2366092374,44813685,107,01581114,55107,06,Rusk,55,1,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
